OTU_ID,Short_name,Short_name,Taxonomy,Domain,Phylum,Class,Order,Family,Genus
OTU96,(o__Nanopelagicales) g__ATZT02,(o__Nanopelagicales) g__ATZT02, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__AcAMD-5;g__ATZT02, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__AcAMD-5,g__ATZT02
OTU97,(o__Nanopelagicales) unclassified,(o__Nanopelagicales) unclassified, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__AcAMD-5;unclassified, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__AcAMD-5,unclassified
OTU98,(o__Nanopelagicales) g__MAG-120802,(o__Nanopelagicales) g__MAG-120802, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__Nanopelagicaceae,g__MAG-120802
OTU99,(o__Nanopelagicales) g__Nanopelagicus,(o__Nanopelagicales) g__Nanopelagicus, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__Nanopelagicaceae,g__Nanopelagicus
OTU100,(o__Nanopelagicales) g__Planktophila,(o__Nanopelagicales) g__Planktophila, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__Nanopelagicaceae,g__Planktophila
OTU101,(o__Nanopelagicales) g__UBA7398,(o__Nanopelagicales) g__UBA7398, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__UBA7398, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__Nanopelagicaceae,g__UBA7398
OTU102,(o__Nanopelagicales) g__ZLKRG08,(o__Nanopelagicales) g__ZLKRG08, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__ZLKRG08, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__Nanopelagicaceae,g__ZLKRG08
OTU103,(o__Nanopelagicales) unclassified,(o__Nanopelagicales) unclassified, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;unclassified, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__Nanopelagicaceae,unclassified
OTU104,(o__Nanopelagicales) g__Mxb001,(o__Nanopelagicales) g__Mxb001, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__Mxb001, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__S36-B12,g__Mxb001
OTU105,(o__Nanopelagicales) g__S36-B12,(o__Nanopelagicales) g__S36-B12, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__S36-B12, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__S36-B12,g__S36-B12
OTU106,(o__Nanopelagicales) g__UBA10649,(o__Nanopelagicales) g__UBA10649, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA10649, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__S36-B12,g__UBA10649
OTU107,(o__Nanopelagicales) unclassified,(o__Nanopelagicales) unclassified, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;unclassified, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__S36-B12,unclassified
OTU108,(o__Nanopelagicales) g__UBA5976,(o__Nanopelagicales) g__UBA5976, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__UBA5976;g__UBA5976, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__UBA5976,g__UBA5976
OTU109,(o__Nanopelagicales) unclassified,(o__Nanopelagicales) unclassified, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__UBA5976;unclassified, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__UBA5976,unclassified
OTU110,(o__Nanopelagicales) g__,(o__Nanopelagicales) g__, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;unclassified;, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,unclassified,g__
OTU111,(o__Nitriliruptorales) g__CSBr16-57R1,(o__Nitriliruptorales) g__CSBr16-57R1, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nitriliruptorales;f__Nitriliruptoraceae;g__CSBr16-57R1, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nitriliruptorales,f__Nitriliruptoraceae,g__CSBr16-57R1
OTU112,(o__Nitriliruptorales) unclassified,(o__Nitriliruptorales) unclassified, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nitriliruptorales;f__Nitriliruptoraceae;unclassified, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nitriliruptorales,f__Nitriliruptoraceae,unclassified
OTU113,(o__Propionibacteriales) g__,(o__Propionibacteriales) g__, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;unclassified;, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,unclassified,g__
OTU114,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Actinobacteriota;c__Actinomycetia;unclassified;, d__Bacteria,p__Actinobacteriota,c__Actinomycetia,unclassified,,g__
OTU115,(o__Miltoncostaeales) g__SYFI01,(o__Miltoncostaeales) g__SYFI01, d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Miltoncostaeales;f__Miltoncostaeaceae;g__SYFI01, d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Miltoncostaeales,f__Miltoncostaeaceae,g__SYFI01
OTU116,(o__Miltoncostaeales) unclassified,(o__Miltoncostaeales) unclassified, d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Miltoncostaeales;f__Miltoncostaeaceae;unclassified, d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Miltoncostaeales,f__Miltoncostaeaceae,unclassified
OTU117,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;unclassified;, d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,unclassified,,g__
OTU118,(o__) g__,(o__) g__, d__Bacteria;p__Actinobacteriota;unclassified;, d__Bacteria,p__Actinobacteriota,unclassified,o__,,g__
OTU119,(o__) g__,(o__) g__, d__Bacteria;p__Aquificota;unclassified;, d__Bacteria,p__Aquificota,unclassified,o__,,g__
OTU120,(o__AKYH767) g__,(o__AKYH767) g__, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;unclassified;, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__AKYH767,unclassified,g__
OTU121,(o__Bacteroidales) unclassified,(o__Bacteroidales) unclassified, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;unclassified, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,unclassified
OTU122,(o__Bacteroidales) g__,(o__Bacteroidales) g__, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;unclassified;, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,unclassified,g__
OTU123,(o__Chitinophagales) g__Sediminibacterium,(o__Chitinophagales) g__Sediminibacterium, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium
OTU124,(o__Chitinophagales) unclassified,(o__Chitinophagales) unclassified, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;unclassified, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,unclassified
OTU125,(o__Chitinophagales) g__NG_45,(o__Chitinophagales) g__NG_45, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__NG_01;g__NG_45, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__NG_01,g__NG_45
OTU126,(o__Chitinophagales) g__RFSX01,(o__Chitinophagales) g__RFSX01, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__RFSX01, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__RFSX01
OTU127,(o__Chitinophagales) unclassified,(o__Chitinophagales) unclassified, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;unclassified, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,unclassified
OTU128,(o__Chitinophagales) g__,(o__Chitinophagales) g__, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;unclassified;, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,unclassified,g__
OTU129,(o__Cytophagales) g__Algoriphagus,(o__Cytophagales) g__Algoriphagus, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Algoriphagus
OTU130,(o__Cytophagales) g__Fabibacter,(o__Cytophagales) g__Fabibacter, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fabibacter, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Fabibacter
OTU131,(o__Cytophagales) g__NG_46,(o__Cytophagales) g__NG_46, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__NG_46, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__NG_46
OTU132,(o__Cytophagales) unclassified,(o__Cytophagales) unclassified, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;unclassified, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,unclassified
OTU133,(o__Cytophagales) g__MED-G16,(o__Cytophagales) g__MED-G16, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__MED-G16;g__MED-G16, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__MED-G16,g__MED-G16
OTU134,(o__Cytophagales) unclassified,(o__Cytophagales) unclassified, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__MED-G16;unclassified, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__MED-G16,unclassified
OTU135,(o__Cytophagales) g__Allopseudarcicella,(o__Cytophagales) g__Allopseudarcicella, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Allopseudarcicella, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Allopseudarcicella
OTU136,(o__Cytophagales) g__Aquirufa,(o__Cytophagales) g__Aquirufa, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Aquirufa, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Aquirufa
OTU137,(o__Cytophagales) g__Pseudarcicella,(o__Cytophagales) g__Pseudarcicella, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Pseudarcicella, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Pseudarcicella
OTU138,(o__Cytophagales) g__UBA6715,(o__Cytophagales) g__UBA6715, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__UBA6715, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__UBA6715
OTU139,(o__Cytophagales) unclassified,(o__Cytophagales) unclassified, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;unclassified, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,unclassified
OTU140,(o__Cytophagales) g__,(o__Cytophagales) g__, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;unclassified;, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,unclassified,g__
OTU141,(o__Flavobacteriales) g__GCA-002715885,(o__Flavobacteriales) g__GCA-002715885, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-002715885, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__BACL11,g__GCA-002715885
OTU142,(o__Flavobacteriales) unclassified,(o__Flavobacteriales) unclassified, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;unclassified, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__BACL11,unclassified
OTU143,(o__Flavobacteriales) g__Brumimicrobium,(o__Flavobacteriales) g__Brumimicrobium, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Brumimicrobium, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Brumimicrobium
OTU144,(o__Flavobacteriales) g__Crocinitomix,(o__Flavobacteriales) g__Crocinitomix, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Crocinitomix
OTU145,(o__Flavobacteriales) g__CSBr16-161,(o__Flavobacteriales) g__CSBr16-161, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__CSBr16-161, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__CSBr16-161
OTU146,(o__Flavobacteriales) g__JABURP01,(o__Flavobacteriales) g__JABURP01, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__JABURP01, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__JABURP01
OTU147,(o__Flavobacteriales) g__UBA4466,(o__Flavobacteriales) g__UBA4466, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__UBA4466
OTU148,(o__Flavobacteriales) g__UBA952,(o__Flavobacteriales) g__UBA952, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__UBA952
OTU149,(o__Flavobacteriales) unclassified,(o__Flavobacteriales) unclassified, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;unclassified, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,unclassified
OTU150,(o__Flavobacteriales) g__DT-38,(o__Flavobacteriales) g__DT-38, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__DT-38;g__DT-38, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__DT-38,g__DT-38
OTU151,(o__Flavobacteriales) g__BACL21,(o__Flavobacteriales) g__BACL21, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__BACL21, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__BACL21
OTU152,(o__Flavobacteriales) g__Flavobacterium,(o__Flavobacteriales) g__Flavobacterium, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium
OTU153,(o__Flavobacteriales) g__GCA001735715,(o__Flavobacteriales) g__GCA001735715, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA001735715, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__GCA001735715
OTU154,(o__Flavobacteriales) g__MAG-120531,(o__Flavobacteriales) g__MAG-120531, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__MAG-120531
OTU155,(o__Flavobacteriales) g__MAG-121220-bin8,(o__Flavobacteriales) g__MAG-121220-bin8, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__MAG-121220-bin8
OTU156,(o__Flavobacteriales) g__MED-G11,(o__Flavobacteriales) g__MED-G11, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__MED-G11
OTU157,(o__Flavobacteriales) g__MED-G13,(o__Flavobacteriales) g__MED-G13, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__MED-G13
OTU158,(o__Flavobacteriales) g__MED-G14,(o__Flavobacteriales) g__MED-G14, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G14, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__MED-G14
OTU159,(o__Flavobacteriales) g__MS024-2A,(o__Flavobacteriales) g__MS024-2A, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__MS024-2A
OTU160,(o__Flavobacteriales) g__Muricauda,(o__Flavobacteriales) g__Muricauda, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Muricauda
OTU161,(o__Flavobacteriales) g__NG_13,(o__Flavobacteriales) g__NG_13, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__NG_13, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NG_13
OTU162,(o__Flavobacteriales) g__Polaribacter,(o__Flavobacteriales) g__Polaribacter, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Polaribacter
OTU163,(o__Flavobacteriales) g__renamed_01,(o__Flavobacteriales) g__renamed_01, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__renamed_01, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__renamed_01
OTU164,(o__Flavobacteriales) g__RFYP01,(o__Flavobacteriales) g__RFYP01, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__RFYP01, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__RFYP01
OTU165,(o__Flavobacteriales) g__SCGC-AAA160-P02,(o__Flavobacteriales) g__SCGC-AAA160-P02, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SCGC-AAA160-P02, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__SCGC-AAA160-P02
OTU166,(o__Flavobacteriales) g__SGZJ01,(o__Flavobacteriales) g__SGZJ01, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SGZJ01, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__SGZJ01
OTU167,(o__Flavobacteriales) g__TMED96,(o__Flavobacteriales) g__TMED96, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__TMED96, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__TMED96
OTU168,(o__Flavobacteriales) g__UBA11891,(o__Flavobacteriales) g__UBA11891, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA11891, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__UBA11891
OTU169,(o__Flavobacteriales) g__UBA3478,(o__Flavobacteriales) g__UBA3478, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__UBA3478
OTU170,(o__Flavobacteriales) g__UBA3537,(o__Flavobacteriales) g__UBA3537, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3537, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__UBA3537
OTU171,(o__Flavobacteriales) g__UBA724,(o__Flavobacteriales) g__UBA724, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA724, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__UBA724
OTU172,(o__Flavobacteriales) g__UBA7428,(o__Flavobacteriales) g__UBA7428, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7428, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__UBA7428
OTU173,(o__Flavobacteriales) g__UBA7446,(o__Flavobacteriales) g__UBA7446, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__UBA7446
OTU174,(o__Flavobacteriales) g__UBA8316,(o__Flavobacteriales) g__UBA8316, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__UBA8316
OTU175,(o__Flavobacteriales) unclassified,(o__Flavobacteriales) unclassified, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;unclassified, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,unclassified
OTU176,(o__Flavobacteriales) g__GCA-002722245,(o__Flavobacteriales) g__GCA-002722245, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__GCA-002722245, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__GCA-002722245,g__GCA-002722245
OTU177,(o__Flavobacteriales) g__NORP312,(o__Flavobacteriales) g__NORP312, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-2746335;g__NORP312, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__GCA-2746335,g__NORP312
OTU178,(o__Flavobacteriales) g__SHAN690,(o__Flavobacteriales) g__SHAN690, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;g__SHAN690, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Salibacteraceae,g__SHAN690
OTU179,(o__Flavobacteriales) unclassified,(o__Flavobacteriales) unclassified, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;unclassified, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Salibacteraceae,unclassified
OTU180,(o__Flavobacteriales) g__Phaeocystidibacter,(o__Flavobacteriales) g__Phaeocystidibacter, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__Phaeocystidibacter, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Schleiferiaceae,g__Phaeocystidibacter
OTU181,(o__Flavobacteriales) g__RFXV01,(o__Flavobacteriales) g__RFXV01, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__RFXV01, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Schleiferiaceae,g__RFXV01
OTU182,(o__Flavobacteriales) g__TMED14,(o__Flavobacteriales) g__TMED14, d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__TMED14, d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Schleiferiaceae,g__TMED14
